mmorrisj/pgvector 0.8.1 pg16-bookworm   3March2026

CVE-2023-45853	mmorrisj/pgvector	2-Mar-26	False positive	Not applicable — CVE-2023-45853 (CVSS 9.8 nominal, but effectively a false positive for this image) describes an integer overflow and heap-based buffer overflow in MiniZip's `zipOpenNewFileInZip4_64` function via a long filename, comment, or extra field. Despite the CRITICAL NVD score, this CVE targets the `contrib/minizip` code path within the zlib source tree, **not** the `zlib1g` binary package installed in the image. Debian split MiniZip into a separate `libminizip1` source/binary package over a decade ago; the `zlib1g` package in Bookworm does not contain the vulnerable `zipOpenNewFileInZip4_64` function, and neither `libminizip1` nor `pyminizip` are installed in the pgvector image. The Debian security tracker explicitly marks this as `<ignored>` for `src:zlib` in Bookworm with the note "contrib/minizip not built and src:zlib not producing binary packages." Enterprise scanners (Trivy, Grype, Docker Scout) commonly report this as a false positive because they match the CVE against the `zlib` source package name without checking whether the vulnerable MiniZip code is actually present in the binary package. This is already documented as an exception in the existing CVE mitigation report.
CVE-2017-18018	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2017 finding concerns GNU coreutils' chown and chgrp commands being vulnerable to a TOCTOU (time-of-check-time-of-use) race condition when the --recursive flag is used without --no-dereference, potentially allowing a local attacker to replace a directory with a symlink between the ownership check and the actual change, thereby modifying ownership of arbitrary files. The Dockerfiles in this project do not use chown --recursive on any user-writable or shared directory at runtime — the chown -R call in registry.Dockerfile (line 136) runs at image build time within a controlled, single-process build environment where no concurrent attacker process exists to exploit the race; at runtime the containers execute as non-root users (USER postgres, USER appuser) who lack the privilege to call chown at all; no entrypoint script or application code invokes chown or chgrp; and Docker's isolated filesystem namespaces prevent external processes from manipulating paths within the container to set up the symlink race this CVE requires.
CVE-2018-20796	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2018 finding concerns a stack-based buffer overflow in glibc's check_dst_limits_calc_pos_1 function within posix/regexec.c, potentially causing a denial of service (crash or excessive resource consumption) when processing crafted regular expressions. The vulnerability requires an attacker to supply a maliciously crafted regex pattern that is compiled and executed by the C-level POSIX regexec() function; Python's re module (used throughout this project) does not use glibc's POSIX regex engine — it uses its own independent regex implementation built into CPython (Modules/_sre/sre.c); no application code, pipeline script, or service in this project passes untrusted user input to C-level POSIX regex functions; PostgreSQL's regex engine is also independent of glibc's regexec(); the glibc maintainers have classified this as a low-severity issue and have not issued a formal patch; and it is universally flagged by container scanners on every glibc-based image regardless of whether the vulnerable codepath is reachable.
CVE-2018-5709	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2018 finding concerns MIT Kerberos 5 (krb5) where the kadmin/dbutil utility's process_db_args() function in plugins/kdb/ldap/ldap_util/kdb5_ldap_util.c performs an integer cast incorrectly when handling the lockdown_keys database policy attribute, potentially causing a truncation that could lead to a denial of service or unintended policy behavior. This project does not use Kerberos authentication in any capacity — PostgreSQL connections use password-based authentication via pg_hba.conf and environment variables, not GSSAPI/Kerberos; no krb5 KDC or kadmin server runs in any container; the kadmin/dbutil tool (the specifically vulnerable component) is not installed or invoked; the registry.Dockerfile explicitly removes postgresql-client and its transitive dependency chain which includes Kerberos libraries; and even where minimal libkrb5 libraries may exist as deep transitive dependencies in the base Debian image for potential GSSAPI support, the vulnerable codepath is in the Kerberos administration server tooling interacting with an LDAP backend — a configuration entirely absent from this project.
CVE-2018-6829	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2018 finding concerns Libgcrypt's ElGamal encryption implementation lacking proper protection against side-channel attacks, potentially allowing an attacker to recover plaintext by observing timing or power analysis variations during decryption of ciphertexts crafted with non-standard padding. This project does not use ElGamal encryption or Libgcrypt directly — all cryptographic operations are handled by OpenSSL (TLS connections to PostgreSQL, S3, and OpenAI API endpoints) and Python's built-in hashlib/ssl modules; Libgcrypt may be present in the base Debian image as a transitive dependency of GnuPG, but gnupg/gpg packages are explicitly purged in the pgvector Dockerfile (line 49) and are never installed in the registry Dockerfile; no application code performs ElGamal or any public-key encryption locally; the side-channel attack requires either physical proximity (power analysis) or co-located process access to the decryption operation, neither of which applies to isolated Docker containers performing no Libgcrypt cryptographic operations; and even in the theoretical case where the library is loaded, without any ElGamal key material or decryption calls the vulnerable codepath is entirely unreachable.
CVE-2019-1010022	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2019 finding concerns glibc's stack guard (stack_chk_fail) stack protection mechanism allegedly being bypassable, which could theoretically weaken stack smashing protections. This CVE is disputed by the glibc maintainers and the broader security community — it was filed by a third party and rejected as invalid because the described "bypass" requires an attacker to already have arbitrary memory write capability, at which point stack canary protection is inherently moot regardless of implementation; the National Vulnerability Database lists it as disputed; Debian's security tracker classifies it as "not a vulnerability"; the project's application code is written in Python and TypeScript (memory-safe languages) where stack buffer overflows do not occur; PostgreSQL is compiled with standard stack protections and has no known exploitable stack overflow that would make canary bypass relevant; the non-root container users and Docker's seccomp/namespace isolation provide independent layers of defense; and this CVE is universally flagged by container scanners on every glibc-based image as a known false positive that cannot be "fixed" because there is no actual bug to patch.
CVE-2019-1010023	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2019 finding claims glibc's ld.so dynamic linker leaks ASLR (Address Space Layout Randomization) base addresses through the __libc_dlopen_mode function and link_map data structures, theoretically weakening exploit mitigations. This CVE is disputed — it was filed by the same third party as CVE-2019-1010022 and is rejected by glibc maintainers and Debian's security tracker as "not a vulnerability" because the described information leak requires an attacker to already have the ability to read arbitrary process memory, at which point ASLR is inherently defeated regardless of ld.so behavior; the project's application code is written in Python and TypeScript (memory-safe languages) where the memory-disclosure primitives needed to exploit this do not arise; PostgreSQL's process isolation and Docker's namespace/seccomp confinement provide independent barriers preventing cross-process memory reads; no untrusted native code is loaded or executed within the containers; and this CVE is universally flagged by container scanners on every glibc-based image as a known false positive with no actionable remediation since no actual bug exists to patch.
CVE-2019-1010024	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2019 finding claims glibc's ASLR implementation is weakened because /proc/[pid]/maps and similar procfs interfaces expose memory layout information, theoretically allowing a local attacker to bypass ASLR. This CVE is disputed by the same grounds as CVE-2019-1010022 and CVE-2019-1010023 — it was filed by the same third party, glibc maintainers reject it as "not a vulnerability" because /proc/pid/maps is a kernel feature not a glibc bug and is access-controlled by ptrace_scope and PID namespace isolation; Debian's security tracker classifies it as invalid; Docker's PID namespace isolation prevents container processes from reading the /proc/[pid]/maps of processes outside their namespace; the default Docker seccomp profile and ptrace_scope=1 (Debian Bookworm default) further restrict access; the non-root container users (postgres, appuser) cannot read other users' process maps even within the container; and this is a universal scanner false positive on every glibc-based image with no remediation path because the "fix" would require kernel-level changes to procfs, not a glibc patch.
CVE-2019-1010025	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2019 finding claims glibc's mmap usage produces predictable address offsets that weaken ASLR entropy, theoretically making brute-force attacks against memory layouts more feasible. This is the fourth in the series of disputed CVEs (CVE-2019-1010022 through 1010025) filed by the same third party, all rejected by glibc maintainers and Debian's security tracker as "not a vulnerability" because mmap address selection is a kernel responsibility, not a glibc bug — the kernel's mmap_rnd_bits controls randomization entropy and is unrelated to glibc's code; exploiting reduced ASLR entropy still requires an independent memory corruption or disclosure primitive which does not exist in this project's memory-safe Python/TypeScript application code; Docker's namespace isolation, seccomp profiles, and non-root users provide layered defenses independent of ASLR; and as with the rest of this disputed series, it is a universal scanner false positive on every glibc-based image with no glibc-side remediation possible since the alleged weakness is in kernel virtual memory management, not in the C library.
CVE-2019-9192	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2019 finding concerns glibc's check_dst_limits_calc_pos_1 function in posix/regexec.c causing uncontrolled recursion and stack exhaustion when processing certain crafted regular expressions, leading to a denial of service. This CVE is disputed — it is closely related to (and by many assessments a duplicate of) CVE-2018-20796, and glibc maintainers have rejected it as "not a vulnerability" because it describes expected behavior when an application passes pathological regex patterns to the POSIX regex engine without imposing its own resource limits; Python's re module (used throughout this project) does not use glibc's POSIX regexec() — it uses CPython's own independent regex engine (Modules/_sre/sre.c); PostgreSQL similarly uses its own regex implementation, not glibc's; no application code or pipeline script passes untrusted user input to C-level POSIX regex functions; the non-root container users and Docker's resource limits (--memory, --pids-limit) provide independent protection against resource exhaustion; and this is a universal scanner false positive on every glibc-based image with no upstream fix planned since glibc maintainers consider resource limits on regex evaluation to be the caller's responsibility, not the library's.
CVE-2020-15719	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2020 finding concerns OpenLDAP's client library (libldap) where certificate validation during a TLS renegotiation/reconnection does not properly enforce the configured TLS_REQCERT setting when using the LDAP_OPT_X_TLS_CONNECT_CB callback, potentially allowing a man-in-the-middle attacker to present an invalid certificate that is accepted during the renegotiated session. This project does not use LDAP in any capacity — no ldap.conf or LDAP URIs are configured, no application code establishes LDAP connections, PostgreSQL authentication uses pg_hba.conf with password-based methods rather than LDAP-passthrough, the registry.Dockerfile explicitly removes postgresql-client and its transitive libldap2 dependency chain, and the vulnerability specifically requires an application that initiates LDAP TLS connections with the CONNECT_CB callback — a usage pattern entirely absent from this project; even where trace libldap libraries may remain in the base Debian image as transitive dependencies, no code loads or calls into them, so the vulnerable TLS renegotiation codepath is unreachable.
CVE-2022-0563	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2022 finding concerns util-linux's chfn and chsh set-uid utilities improperly handling the READLINE variable, allowing a local attacker to inject a crafted shared library path that gets loaded with elevated privileges when an unprivileged user runs these commands, potentially leading to privilege escalation. The Docker containers in this project run as non-root users (USER postgres, USER appuser with /sbin/nologin) with no interactive login shell, no user account modification is performed at runtime, chfn and chsh are never invoked by any entrypoint, script, or application code; Docker's default seccomp profile blocks the TIOCSTI ioctl and constrains set-uid behavior; the containers have no local interactive users who would invoke these utilities; set-uid binaries within containers do not carry effective privileges due to Docker's default no-new-privileges security option and capability restrictions; and even if the binaries exist in the base Debian image, the combination of non-root runtime users, no login shell, and no invocation of the vulnerable utilities means the exploitation path — a local user running chfn/chsh with a crafted READLINE variable — is entirely unreachable.
CVE-2022-27943	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2022 finding concerns a stack exhaustion vulnerability in GCC's libiberty library within the demangle_const function in cp-demangle.c, triggered by crafted C++ mangled symbols that cause excessive recursion during demangling, leading to denial of service. GCC and its associated build tools (build-essential) are installed only at build time in both Dockerfiles to compile pgvector and Python C-extension dependencies, and are explicitly purged before the final image layers — pgvector.Dockerfile removes build-essential and git at line 48, and registry.Dockerfile purges build-essential at line 73 with residual config cleanup; no C++ compilation, linking, or symbol demangling occurs at runtime; the application is written in Python and TypeScript; no untrusted C++ mangled symbols are processed by any service; and even if trace libiberty remnants exist in the base image, the demangle_const function is only invoked by developer tooling (c++filt, nm, objdump, gdb) none of which are present in or called by the final runtime containers.
CVE-2022-3219	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2022 finding concerns GnuPG's dirmngr component being vulnerable to a denial of service via excessive resource consumption when processing a crafted certificate chain or CRL (Certificate Revocation List) during keyserver or LDAP interactions. GnuPG is not required at runtime by this project — the pgvector.Dockerfile explicitly purges gnupg, gpg, gpg-wks-client, and gpg-wks-server at line 49; the registry.Dockerfile never installs GnuPG at all; any transient GnuPG presence in base Debian images is solely for APT package signature verification during build-time apt-get install operations, after which package lists are deleted and no further package operations occur; dirmngr (the specifically vulnerable daemon) is never started as a service in any container; no keyserver lookups, CRL checks, or certificate chain validations are performed through GnuPG; and the non-root runtime users have no GnuPG keyrings, configuration directories, or reason to invoke any gpg-family binary, making the vulnerable codepath entirely unreachable.
